"Aqu" "Dij" "Arne" "Nev" "NIt" "Gai" "MCa" "Rome3"
"Aqu" 1 0.983330669218764 0.990887129304219 0.983282466775118 0.973894314030972 0.971526369455 0.966397362500568 0.604382390148204
"Dij" 0.983330669218764 1 0.992882865644689 0.985498566080366 0.977890123315477 0.956711190440599 0.973807109697395 0.550295306989864
"Arne" 0.990887129304219 0.992882865644689 1 0.987194388789191 0.970697456549037 0.959367321844453 0.95576225885863 0.586266247658055
"Nev" 0.983282466775118 0.985498566080366 0.987194388789191 1 0.985392116541685 0.943560284491001 0.956777658805032 0.562545851853446
"NIt" 0.973894314030972 0.977890123315477 0.970697456549037 0.985392116541685 1 0.953039085638314 0.949895789414306 0.594176666570091
"Gai" 0.971526369455 0.956711190440599 0.959367321844453 0.943560284491001 0.953039085638314 1 0.968734119370036 0.593088062067548
"MCa" 0.966397362500568 0.973807109697395 0.95576225885863 0.956777658805032 0.949895789414306 0.968734119370036 1 0.549988206459187
"Rome3" 0.604382390148204 0.550295306989864 0.586266247658055 0.562545851853446 0.594176666570091 0.593088062067548 0.549988206459187 1
