"Aqu" "Dij" "Arne" "Nev" "NIt" "Gai" "MCa" "Rome3"
"Aqu" 1 0.977374467925157 0.987630964258422 0.977309042027194 0.964566361842618 0.961352315240615 0.954390637361487 0.463022298942536
"Dij" 0.977374467925157 1 0.990339807053423 0.980316986771345 0.969989933569522 0.941243451100598 0.964447998095909 0.389609091724209
"Arne" 0.987630964258422 0.990339807053423 1 0.982618752306825 0.960227219351209 0.944848657995919 0.939955452066538 0.438432987688081
"Nev" 0.977309042027194 0.980316986771345 0.982618752306825 1 0.980172501219802 0.923393529692187 0.941333669606139 0.406236939559425
"NIt" 0.964566361842618 0.969989933569522 0.960227219351209 0.980172501219802 1 0.936259248310657 0.931992805316012 0.449169917632574
"Gai" 0.961352315240615 0.941243451100598 0.944848657995919 0.923393529692187 0.936259248310657 1 0.957562352422824 0.447692338453641
"MCa" 0.954390637361487 0.964447998095909 0.939955452066538 0.941333669606139 0.931992805316012 0.957562352422824 1 0.389192259579102
"Rome3" 0.463022298942536 0.389609091724209 0.438432987688081 0.406236939559425 0.449169917632574 0.447692338453641 0.389192259579102 1
