"Aqu" "Dij" "Arne" "Nev" "NIt" "Gai" "MCa" "Rome3"
"Aqu" 0 0.257142857142857 0.2 0.214285714285714 0.257142857142857 0.371428571428571 0.4 0.557142857142857
"Dij" 0.257142857142857 0 0.185714285714286 0.157142857142857 0.171428571428571 0.271428571428571 0.228571428571429 0.571428571428571
"Arne" 0.2 0.185714285714286 0 0.157142857142857 0.2 0.314285714285714 0.357142857142857 0.571428571428571
"Nev" 0.214285714285714 0.157142857142857 0.157142857142857 0 0.142857142857143 0.342857142857143 0.328571428571429 0.542857142857143
"NIt" 0.257142857142857 0.171428571428571 0.2 0.142857142857143 0 0.385714285714286 0.357142857142857 0.571428571428571
"Gai" 0.371428571428571 0.271428571428571 0.314285714285714 0.342857142857143 0.385714285714286 0 0.228571428571429 0.671428571428571
"MCa" 0.4 0.228571428571429 0.357142857142857 0.328571428571429 0.357142857142857 0.228571428571429 0 0.714285714285714
"Rome3" 0.557142857142857 0.571428571428571 0.571428571428571 0.542857142857143 0.571428571428571 0.671428571428571 0.714285714285714 0
