"Aqu" "Dij" "Arne" "Nev" "NIt" "Gai" "MCa" "Rome3"
"Aqu" 0 69.5666666666667 69.25 68.75 70.8166666666667 70.3166666666667 70.5666666666667 86.2353146853147
"Dij" 69.5666666666667 0 64.3166666666667 61.8166666666667 64.75 62.2833333333333 63 83.2353146853147
"Arne" 69.25 64.3166666666667 0 64 66.5666666666667 66.0666666666667 67.3166666666667 85.2353146853147
"Nev" 68.75 61.8166666666667 64 0 64.0666666666667 64.9666666666667 65.8166666666667 84.2853146853147
"NIt" 70.8166666666667 64.75 66.5666666666667 64.0666666666667 0 67.6333333333333 68.75 83.0519813519814
"Gai" 70.3166666666667 62.2833333333333 66.0666666666667 64.9666666666667 67.6333333333333 0 55.7833333333333 82.7065268065268
"MCa" 70.5666666666667 63 67.3166666666667 65.8166666666667 68.75 55.7833333333333 0 84.7545454545455
"Rome3" 86.2353146853147 83.2353146853147 85.2353146853147 84.2853146853147 83.0519813519814 82.7065268065268 84.7545454545455 0
